w,x,y,z,time
0.9837121100566003,-0.03399145350978147,-0.04696924240641973,0.17014392696787803,16.610038656
0.9836932571588641,-0.034121794706225596,-0.047346392794743966,0.17012230316903384,16.69000768
0.9836446980943756,-0.03432468095605173,-0.047905721051103245,0.17020565818639496,16.769976832
0.9835025493341845,-0.03457572552373275,-0.04875762292623243,0.1707335610366372,16.849945984
0.9832054755418097,-0.03515359818599547,-0.049051760905639036,0.17223571682795008,16.929915008000002
0.9826708913927031,-0.03536097229249871,-0.04918077257231587,0.17518211226375113,17.009884160000002
0.9817652441974316,-0.036582412919816,-0.049127059374390596,0.1799590630897662,17.089853312000002
0.9805622310504614,-0.03795345310680348,-0.049746436543393134,0.18596380961317613,17.169822336
0.9789083248588154,-0.03876935531752155,-0.05007695346523477,0.19423626680414854,17.249791488
0.9764844915257315,-0.03840503777935985,-0.05017919627321562,0.20611923526025816,17.32976064
0.9743654104266367,-0.03703252161226281,-0.04878983043283316,0.21647215006440143,17.409729664
0.9722849376373088,-0.036592552863059145,-0.04725144315945602,0.22603160451124377,17.489698816
0.9703766312165057,-0.03654723334609878,-0.04687146928312824,0.2341720706892526,17.569667968
0.9678737354073772,-0.037706953032162364,-0.048000853689603586,0.24391501808349142,17.64963712
0.9659193549722817,-0.03836566988214098,-0.04739234085043345,0.251558822332158,17.729606144
0.9651687460303482,-0.03905492146434696,-0.04703232331716022,0.25438546609232476,17.809575296000002
0.9647747252284318,-0.039293570789046994,-0.04773682245015184,0.2557087027017514,17.889544448000002
0.9644345112666938,-0.03970818464198707,-0.04829774983383148,0.25682028913463967,17.969513472000003
0.9641222025443018,-0.04035975077499323,-0.04825213408862631,0.2578976553487795,18.049482624
0.9636041711001825,-0.04146222694097734,-0.04852966984368607,0.2596011485342233,18.129451776
0.9630626122241281,-0.04135351596877856,-0.0488202779043652,0.2615661907020842,18.2094208
0.9628114509935328,-0.04125232800772058,-0.04896670726930985,0.262477840681596,18.289389952
0.9628233944144561,-0.04132021106219623,-0.049292979103516675,0.26236225631195625,18.369359104
0.9628685272530155,-0.041403876711582646,-0.049568053589137656,0.26213150570323573,18.449328256
0.9628917505222252,-0.04154331268409418,-0.04988702504595998,0.26196357510070006,18.52929728
0.9628697614592853,-0.041835330344174006,-0.04997091997128062,0.26198193594131036,18.609266432
0.9628451521288686,-0.041875802213563844,-0.05031655928426575,0.261999759680614,18.689235584
0.9629261580809506,-0.041929981896108484,-0.05054830523893091,0.26164854201604826,18.769204608000003
0.9629745859885745,-0.0420155352161884,-0.05082638969621058,0.2614026006968557,18.849173760000003
0.9630291044779141,-0.0422065143214849,-0.05125811866876147,0.2610864978275134,18.929142912
0.9631753683206689,-0.042281498600677245,-0.051613690743832104,0.2604640314212793,19.009111936
0.9632713189470984,-0.04233245049391779,-0.05186939127107464,0.2600497951898171,19.089081088
0.9633608657956597,-0.04234343515682915,-0.05211352711067909,0.25966720248163994,19.16905024
0.9632130444480191,-0.04226488268244174,-0.05348293507586722,0.2599497765967266,19.249019264
0.9631882401674063,-0.042221166926644786,-0.054113077815700586,0.25991837541020313,19.328988416
0.9631773611309699,-0.04225027279055794,-0.05448114083950852,0.25987706852804515,19.408957568
0.963171093423822,-0.04229074451621324,-0.0547584810307464,0.25983542190438286,19.48892672
0.9631629428708808,-0.04233067104931305,-0.05501089887916611,0.25980581358646615,19.568895744
0.9631519881018843,-0.042367495992911564,-0.05526400741134004,0.2597867059406962,19.648864896000003
0.9631390026845578,-0.04240285306293637,-0.05551227662350487,0.2597761472960789,19.728834048
0.9631253479366464,-0.042440112321126926,-0.05575283827699303,0.25976917071150635,19.808803072
0.9631111527286228,-0.04247988108153078,-0.05599391838996293,0.25976344680570596,19.888772224
0.9630967702545231,-0.04252311477807171,-0.05623681483085175,0.25975722606418067,19.968741376
0.963081927522619,-0.042567126343975185,-0.05648680326812208,0.2597508069105491,20.0487104
0.9630661670005823,-0.042616270610621655,-0.056730335746789394,0.25974810964491163,20.128679552
